"index","customer_no","account_balance","acc_bal_running_total"
12500,551,0,0
12501,554,0,0
12502,559,0,0
12503,597,0,0
12504,1527,0,0
12505,1528,0,0
12506,1529,0,0
12507,1530,0,0
12508,1531,0,0
12509,1532,0,0
12510,1533,0,0
12511,1534,0,0
12512,1535,0,0
12513,1536,0,0
12514,1537,0,0
12515,1538,0,0
12516,1539,0,0
12517,1540,0,0
12518,1541,0,0
12519,1542,0,0
12520,1543,0,0
12521,1544,0,0
12522,1545,0,0
12523,1546,0,0
12524,1547,0,0
12525,1548,0,0
12526,1549,0,0
12527,1550,0,0
12528,1551,0,0
12529,1552,0,0
12530,1553,0,0
12531,1554,0,0
12532,1555,0,0
12533,1556,0,0
12534,1557,0,0
12535,1558,0,0
12536,1559,0,0
12537,1560,0,0
12538,1561,0,0
12539,1562,0,0
12540,1563,0,0
12541,1564,0,0
12542,1565,0,0
12543,1566,0,0
12544,1567,0,0
12545,1568,0,0
12546,1569,0,0
12547,1570,0,0
12548,1571,0,0
12549,1572,0,0
12550,1573,0,0
12551,1574,0,0
12552,1575,0,0
12553,1576,0,0
12554,1577,0,0
12555,521,0,0
12556,1578,0,0
12557,1579,0,0
12558,1580,0,0
12559,1581,0,0
12560,1582,0,0
12561,1583,0,0
12562,1584,0,0
12563,1585,0,0
12564,1586,0,0
12565,1587,0,0
12566,1588,0,0
12567,1589,0,0
12568,1590,0,0
12569,1591,0,0
12570,1592,0,0
12571,1593,0,0
12572,1594,0,0
12573,1595,0,0
12574,1596,0,0
12575,1597,0,0
12576,1598,0,0
12577,1599,0,0
12578,1600,0,0
12579,1601,0,0
12580,1602,0,0
12581,1603,0,0
12582,1604,0,0
12583,1605,0,0
12584,1606,0,0
12585,590,0,0
12586,1607,0,0
12587,1608,0,0
12588,1609,0,0
12589,1610,0,0
12590,1611,0,0
12591,1612,0,0
12592,1613,0,0
12593,1614,0,0
12594,1615,0,0
12595,592,0,0
12596,1616,0,0
12597,1617,0,0
12598,1618,0,0
12599,1619,0,0
12600,1620,0,0
12601,1621,0,0
12602,1622,0,0
12603,1623,0,0
12604,1624,0,0
12605,1625,0,0
12606,1626,0,0
12607,1627,0,0
12608,1628,0,0
12609,1629,0,0
12610,1630,0,0
12611,1631,0,0
12612,1632,0,0
12613,1633,0,0
12614,1634,0,0
12615,1635,0,0
12616,1636,0,0
12617,1637,0,0
12618,1638,0,0
12619,1639,0,0
12620,1640,0,0
12621,1641,0,0
12622,1642,0,0
12623,1643,0,0
12624,1644,0,0
12625,1645,0,0
12626,1646,0,0
12627,1647,0,0
12628,1648,0,0
12629,1649,0,0
12630,1650,0,0
12631,1651,0,0
12632,1652,0,0
12633,1653,0,0
12634,1654,0,0
12635,1655,0,0
12636,1656,0,0
12637,1657,0,0
12638,1658,0,0
12639,1659,0,0
12640,1660,0,0
12641,1661,0,0
12642,1662,0,0
12643,1663,0,0
12644,1664,0,0
12645,1665,0,0
12646,1666,0,0
12647,1667,0,0
12648,1668,0,0
12649,1669,0,0
12650,1670,0,0
12651,1671,0,0
12652,1672,0,0
12653,1673,0,0
12654,1674,0,0
12655,1675,0,0
12656,1676,0,0
12657,1677,0,0
12658,1678,0,0
12659,1679,0,0
12660,1680,0,0
12661,1681,0,0
12662,1682,0,0
12663,1683,0,0
12664,1684,0,0
12665,1685,0,0
12666,1686,0,0
12667,1687,0,0
12668,1688,0,0
12669,1689,0,0
12670,1690,0,0
12671,1691,0,0
12672,1692,0,0
12673,1693,0,0
12674,1694,0,0
12675,1695,0,0
12676,1696,0,0
12677,1697,0,0
12678,1698,0,0
12679,1699,0,0
12680,1700,0,0
12681,529,0,0
12682,527,0,0
12683,553,0,0
12684,511,0,0
12685,546,0,0
12686,593,0,0
12687,596,0,0
12688,1701,0,0
12689,1702,0,0
12690,1703,0,0
12691,1704,0,0
12692,1705,0,0
12693,1706,0,0
12694,1707,0,0
12695,1708,0,0
12696,1709,0,0
12697,1710,0,0
12698,1711,0,0
12699,1712,0,0
12700,1713,0,0
12701,1714,0,0
12702,1715,0,0
12703,1716,0,0
12704,1717,0,0
12705,1718,0,0
12706,1719,0,0
12707,1720,0,0
12708,1721,0,0
12709,1722,0,0
12710,1723,0,0
12711,1724,0,0
12712,1725,0,0
12713,1726,0,0
12714,1727,0,0
12715,1728,0.95,0
12716,1729,0,0
12717,1730,0,0
12718,598,0,0
12719,599,0,0
12720,1731,0,0
12721,1732,0,0
12722,1733,0,0
12723,1734,0,0
12724,1735,0,0
12725,1736,0,0
12726,1737,0,0
12727,1738,0,0
12728,1739,0,0
12729,1740,0,0
12730,1741,0,0
12731,1742,0,0
12732,1743,0,0
12733,1744,0,0
12734,1745,0,0
12735,1746,0,0
12736,1747,0,0
12737,1748,0,0
12738,1750,0,0
12739,1751,0,0
12740,1752,0,0
12741,1753,0,0
12742,1754,0,0
12743,1755,0,0
12744,1756,0,0
12745,1757,0,0
12746,1758,0,0
12747,1759,0,0
12748,1760,0,0
12749,1761,0,0
12750,1762,0,0
12751,1763,0,0
12752,1764,0,0
12753,1765,0,0
12754,1766,0,0
12755,1767,0,0
12756,1768,0,0
12757,1769,0,0
12758,1770,0,0
12759,1771,0,0
12760,1749,0,0
12761,518,0,0
12762,1772,0,0
12763,1773,0,0
12764,1774,0,0
12765,1775,0,0
12766,1776,0,0
12767,1777,0,0
12768,1778,0,0
12769,1779,0,0
12770,1780,0,0
12771,1781,0,0
12772,1782,0,0
12773,1783,0,0
12774,1784,0,0
12775,1785,0,0
12776,1786,0,0
12777,1787,0,0
12778,1788,0,0
12779,1789,0,0
12780,1790,0,0
12781,1791,0,0
12782,1792,0,0
12783,1793,0,0
12784,1794,0,0
12785,1795,0,0
12786,1796,0,0
12787,1797,0,0
12788,1798,0,0
12789,1799,0,0
12790,1800,0,0
12791,1801,0,0
12792,1802,0,0
12793,1803,0,0
12794,1804,0,0
12795,1805,0,0
12796,1806,0,0
12797,1807,0,0
12798,1808,0,0
12799,1809,0,0
12800,1810,0,0
12801,1811,0,0
12802,1812,0,0
12803,1813,0,0
12804,1814,0,0
12805,1815,0,0
12806,1816,0,0
12807,1817,0,0
12808,1818,0,0
12809,1819,0,0
12810,1820,0,0
12811,1821,0,0
12812,1822,0,0
12813,1823,0,0
12814,1824,0,0
12815,1825,0,0
12816,1826,0,0
12817,1827,0,0
12818,1828,0,0
12819,1829,0,0
12820,1830,0,0
12821,1831,0,0
12822,1832,0,0
12823,1833,0,0
12824,1834,0,0
12825,1835,0,0
12826,1836,0,0
12827,1837,0,0
12828,1838,0,0
12829,1839,0,0
12830,1840,0,0
12831,1841,0,0
12832,1842,0,0
12833,1843,0,0
12834,1844,84.41,0
12835,1845,0,0
12836,1846,0,0
12837,1847,0,0
12838,1848,0,0
12839,1849,0,0
12840,1850,0,0
12841,1851,0,0
12842,1852,0,0
12843,1853,0,0
12844,1854,0,0
12845,1855,0,0
12846,1856,0,0
12847,594,0,0
12848,1857,0,0
12849,1858,0,0
12850,1859,0,0
12851,1860,0,0
12852,1861,0,0
12853,1862,0,0
12854,1863,0,0
12855,1864,0,0
12856,1865,0,0
12857,1866,0,0
12858,1867,0,0
12859,1868,0,0
12860,1869,0,0
12861,1870,0,0
12862,1871,0,0
12863,1872,0,0
12864,1873,0,0
12865,1874,0,0
12866,1875,0,0
12867,1876,0,0
12868,1877,0,0
12869,1878,0,0
12870,1879,0,0
12871,1880,0,0
12872,1881,0,0
12873,1882,0,0
12874,1883,0,0
12875,1884,0,0
12876,1885,0,0
12877,1886,0,0
12878,1887,0,0
12879,1888,0,0
12880,1889,0,0
12881,1890,0,0
12882,1891,0,0
12883,1892,0,0
12884,1893,0,0
12885,1894,0,0
12886,1895,0,0
12887,1896,0,0
12888,1897,0,0
12889,1898,0,0
12890,1899,0,0
12891,1900,0,0
12892,1901,0,0
12893,1902,0,0
12894,1903,0,0
12895,1904,0,0
12896,1905,0,0
12897,1906,0,0
12898,1907,0,0
12899,1908,0,0
12900,1909,10,0
12901,1910,0,0
12902,1911,0,0
12903,1912,0,0
12904,1913,0,0
12905,1914,0,0
12906,1915,0,0
12907,1916,0,0
12908,1917,0,0
12909,1918,0,0
12910,1919,0,0
12911,1920,0,0
12912,1921,0,0
12913,1922,0,0
12914,1923,0,0
12915,1924,0,0
12916,1925,0,0
12917,1926,0,0
12918,1927,0,0
12919,1928,0,0
12920,1929,0,0
12921,1930,0,0
12922,1931,0,0
12923,1932,0,0
12924,1933,0,0
12925,1934,0,0
12926,1935,0,0
12927,1936,0,0
12928,1937,0,0
12929,1938,0,0
12930,1939,0,0
12931,1940,0,0
12932,1941,0,0
12933,1942,0,0
12934,1943,0,0
12935,1944,0,0
12936,1945,0,0
12937,1947,0,0
12938,1948,0,0
12939,1949,0,0
12940,1950,0,0
12941,1951,0,0
12942,1952,0,0
12943,1953,0,0
12944,1954,0,0
12945,1955,0,0
12946,1956,0,0
12947,1957,0,0
12948,1958,0,0
12949,1959,0,0
12950,1960,0,0
12951,1961,0,0
12952,1962,0,0
12953,1963,0,0
12954,1964,0,0
12955,1965,0,0
12956,1966,0,0
12957,1967,0,0
12958,561,0,0
12959,1968,0,0
12960,1969,0,0
12961,1970,0,0
12962,1971,0,0
12963,1972,0,0
12964,1973,0,0
12965,1974,0,0
12966,1975,0,0
12967,1976,0,0
12968,1977,0,0
12969,1978,0,0
12970,1979,0,0
12971,1980,0,0
12972,1981,0,0
12973,1982,0,0
12974,1983,0,0
12975,1984,0,0
12976,580,0,0
12977,1985,0,0
12978,1986,0,0
12979,1987,0,0
12980,1988,0,0
12981,1989,0,0
12982,1990,0,0
12983,1991,0,0
12984,1992,0,0
12985,1993,0,0
12986,1994,0,0
12987,1995,0,0
12988,1996,0,0
12989,1997,0,0
12990,1998,0,0
12991,1999,0,0
12992,2000,0,0
12993,2001,0,0
12994,2002,0,0
12995,2003,0,0
12996,2004,0,0
12997,2005,0,0
12998,2006,0,0
12999,2007,0,0
13000,2008,0,0
13001,2009,0,0
13002,2010,0,0
13003,2011,0,0
13004,2012,0,0
13005,2013,0,0
13006,2014,0,0
13007,2015,0,0
13008,2016,0,0
13009,562,0,0
13010,2017,0,0
13011,2018,0,0
13012,2019,0,0
13013,2020,0,0
13014,2021,0,0
13015,2022,0,0
13016,2023,0,0
13017,2024,0,0
13018,2025,0,0
13019,2026,0,0
13020,2027,0,0
13021,2028,0,0
13022,2029,0,0
13023,2030,0,0
13024,2031,0,0
13025,2032,0,0
13026,2033,0,0
13027,2034,0,0
13028,2035,0,0
13029,2036,0,0
13030,2037,0,0
13031,2038,0,0
13032,2039,0,0
13033,2040,0,0
13034,2041,0,0
13035,2042,0,0
13036,2043,0,0
13037,2044,0,0
13038,2045,0,0
13039,2046,0,0
13040,2047,0,0
13041,2048,0,0
13042,2049,0,0
13043,602,0,0
13044,2050,0,0
13045,2051,0,0
13046,2052,0,0
13047,2053,25,0
13048,2054,0,0
13049,2055,0,0
13050,2056,0,0
13051,2057,0,0
13052,2058,0,0
13053,2059,0,0
13054,2060,0,0
13055,2061,0,0
13056,2062,0,0
13057,2063,29.56,0
13058,2064,0,0
13059,2065,0,0
13060,2066,0,0
13061,2067,0,0
13062,2068,0,0
13063,2069,0,0
13064,2070,0,0
13065,2071,0,0
13066,2072,0,0
13067,2073,0,0
13068,2074,0,0
13069,2075,0,0
13070,2076,0,0
13071,2077,0,0
13072,2078,0,0
13073,2079,0,0
13074,2080,0,0
13075,2081,0,0
13076,2082,0,0
13077,2083,0,0
13078,2084,0,0
13079,2085,0,0
13080,2086,0,0
13081,2087,0,0
13082,2088,0,0
13083,2089,0,0
13084,2090,0,0
13085,2091,0,0
13086,2092,0,0
13087,2093,0,0
13088,2094,0,0
13089,2095,0,0
13090,2096,0,0
13091,2097,0,0
13092,2098,0,0
13093,2099,65.85,0
13094,2100,0,0
13095,2101,0,0
13096,2102,0,0
13097,2103,0,0
13098,2104,0,0
13099,2105,0,0
13100,2106,0,0
13101,2107,0,0
13102,2108,0,0
13103,2109,0,0
13104,2110,0,0
13105,2111,0,0
13106,2112,0,0
13107,2113,0,0
13108,2114,0,0
13109,2115,0,0
13110,2116,0,0
13111,2117,14.58,0
13112,2118,0,0
13113,2119,0,0
13114,2120,0,0
13115,2121,0,0
13116,2122,0,0
13117,2123,0,0
13118,2124,0,0
13119,2125,0,0
13120,2126,0,0
13121,2127,0,0
13122,2128,74.41,0
13123,2129,286,0
13124,2130,0,0
13125,2131,0,0
13126,505,0,0
13127,2132,0,0
13128,2133,0,0
13129,2134,0,0
13130,2135,0,0
13131,2136,0,0
13132,2137,0,0
13133,2138,0,0
13134,2139,0,0
13135,2140,0,0
13136,2141,0,0
13137,2142,0,0
13138,2143,0,0
13139,2144,0,0
13140,2145,0,0
13141,2146,0,0
13142,2147,0,0
13143,2148,0,0
13144,2149,0,0
13145,2150,0,0
13146,2151,0,0
13147,2152,0,0
13148,2153,0,0
13149,2154,0,0
13150,2155,0,0
13151,2156,0,0
13152,2157,0,0
13153,2158,0,0
13154,2159,0,0
13155,2160,0,0
13156,2161,0,0
13157,2162,0,0
13158,2163,0,0
13159,2164,0,0
13160,2165,0,0
13161,2166,0,0
13162,2167,0,0
13163,2168,0,0
13164,2169,0,0
13165,2170,0,0
13166,2171,0,0
13167,2172,0,0
13168,2173,0,0
13169,2174,0,0
13170,2175,0,0
13171,2176,0,0
13172,2178,0,0
13173,2179,0,0
13174,2180,0,0
13175,2181,0,0
13176,2182,0,0
13177,2183,0,0
13178,2184,0,0
13179,2185,0,0
13180,2186,0,0
13181,2187,0,0
13182,2188,0,0
13183,2189,0,0
13184,2190,0,0
13185,2191,0,0
13186,2192,0,0
13187,2193,0,0
13188,2194,0,0
13189,2195,0,0
13190,2196,0,0
13191,2197,0,0
13192,2198,0,0
13193,2199,0,0
13194,2200,0,0
13195,2201,15.61,0
13196,2202,0,0
13197,2203,0,0
13198,2204,0,0
13199,2205,0,0
13200,2206,0,0
13201,2207,0,0
13202,2208,0,0
13203,2209,0,0
13204,2210,0,0
13205,2211,0,0
13206,2177,0,0
13207,2212,0,0
13208,2213,0,0
13209,2214,0,0
13210,2215,0,0
13211,2216,0,0
13212,2217,0,0
13213,2218,0,0
13214,2219,0,0
13215,2220,0,0
13216,2221,0,0
13217,2222,0,0
13218,2223,0,0
13219,2224,0,0
13220,2225,0,0
13221,2226,0,0
13222,2227,0,0
13223,2228,0,0
13224,2229,0,0
13225,2230,0,0
13226,2231,0,0
13227,2232,0,0
13228,2233,0,0
13229,2234,0,0
13230,2235,0,0
13231,2236,0,0
13232,2237,0,0
13233,2238,0,0
13234,2239,0,0
13235,2240,0,0
13236,2241,0,0
13237,2242,0.5,0
13238,2243,0,0
13239,2244,0,0
13240,2245,0,0
13241,2246,0,0
13242,2247,0,0
13243,2248,0,0
13244,2249,0,0
13245,2250,0,0
13246,2251,0,0
13247,2252,0,0
13248,2253,0,0
13249,2254,0,0
13250,2255,0,0
13251,2256,0,0
13252,2257,0,0
13253,2258,0,0
13254,2259,0,0
13255,2260,0,0
13256,2261,0,0
13257,2262,0,0
13258,2263,0,0
13259,2264,0,0
13260,509,0,0
13261,2265,0,0
13262,2266,0,0
13263,2267,0,0
13264,2268,0,0
13265,2269,0,0
13266,2270,0,0
13267,2271,0,0
13268,2272,0,0
13269,2273,0,0
13270,2274,0,0
13271,2275,0,0
13272,2276,0,0
13273,2277,0,0
13274,2278,0,0
13275,2279,0,0
13276,2280,0,0
13277,2281,0,0
13278,2282,0,0
13279,2283,0,0
13280,2284,0,0
13281,2285,0,0
13282,2286,1.64,0
13283,2287,0,0
13284,2288,0,0
13285,2289,0,0
13286,2290,0,0
13287,2291,0,0
13288,2292,0,0
13289,2293,0,0
13290,2294,0,0
13291,2295,0,0
13292,2296,0,0
13293,2297,0,0
13294,2299,0,0
13295,2300,0,0
13296,2301,0,0
13297,2302,0,0
13298,2303,84.87,0
13299,2304,0,0
13300,2305,0,0
13301,2306,0,0
13302,2307,0,0
13303,2308,0,0
13304,2309,0,0
13305,2310,0,0
13306,2311,0,0
13307,2312,0,0
13308,2313,0,0
13309,2314,0,0
13310,2315,0,0
13311,2316,0,0
13312,2317,0,0
13313,2318,0,0
13314,2319,0,0
13315,2320,0,0
13316,2321,0,0
13317,2322,0,0
13318,2323,0,0
13319,2324,0,0
13320,2325,0,0
13321,2326,0,0
13322,2327,0,0
13323,2328,0,0
13324,2329,0,0
13325,2330,0,0
13326,2331,0,0
13327,2332,0,0
13328,2333,0,0
13329,2334,0,0
13330,2335,0,0
13331,2336,0,0
13332,2337,0,0
13333,2338,0,0
13334,2339,0,0
13335,2340,0,0
13336,2341,0,0
13337,2342,3.74,0
13338,2343,0,0
13339,2344,0,0
13340,2345,0,0
13341,2346,0,0
13342,2347,0,0
13343,2348,0,0
13344,2349,0,0
13345,2350,0,0
13346,2351,0,0
13347,2352,0,0
13348,2353,0,0
13349,2354,0,0
13350,2355,0,0
13351,2356,0,0
13352,2357,0,0
13353,2358,0,0
13354,2359,0,0
13355,2360,0,0
13356,2361,0,0
13357,2362,0,0
13358,2363,0,0
13359,2364,0,0
13360,2365,0,0
13361,2366,0,0
13362,2367,0,0
13363,2368,0,0
13364,2369,0,0
13365,2370,0,0
13366,2371,0,0
13367,2372,0,0
13368,2373,0,0
13369,2374,0,0
13370,2375,0,0
13371,2376,0,0
13372,2377,0,0
13373,2378,0,0
13374,2379,0,0
13375,2380,0,0
13376,2381,0,0
13377,2382,0,0
13378,2383,0,0
13379,2384,0,0
13380,2385,0,0
13381,2386,0,0
13382,2387,0,0
13383,2388,0,0
13384,2389,0,0
13385,2390,0,0
13386,2391,0,0
13387,2392,0,0
13388,2393,0,0
13389,2394,0,0
13390,2395,0,0
13391,2396,0,0
13392,2397,0,0
13393,2398,0,0
13394,2399,0,0
13395,2400,0,0
13396,2401,0,0
13397,2402,0,0
13398,2403,0,0
13399,2404,0,0
13400,2405,0,0
13401,2406,0,0
13402,2407,0,0
13403,2408,0,0
13404,2409,0,0
13405,2410,0,0
13406,2411,-1.48,0
13407,2412,0,0
13408,2413,0,0
13409,2414,0,0
13410,2415,0,0
13411,2416,0,0
13412,2417,0,0
13413,2418,0,0
13414,2419,0,0
13415,2420,0,0
13416,2421,0,0
13417,2422,0,0
13418,2423,0,0
13419,2424,0,0
13420,2425,0,0
13421,2426,1.6,0
13422,2427,0,0
13423,2428,0,0
13424,2429,0,0
13425,2430,0,0
13426,2431,0,0
13427,2432,0,0
13428,2433,0,0
13429,2434,0,0
13430,2435,0,0
13431,2436,0,0
13432,2437,0,0
13433,2438,0,0
13434,2439,0,0
13435,2440,0,0
13436,2441,0,0
13437,2442,0,0
13438,2443,0,0
13439,2444,0,0
13440,2445,0,0
13441,2446,0,0
13442,504,0,0
13443,506,0,0
13444,2447,0,0
13445,2448,0,0
13446,2449,0,0
13447,2450,0,0
13448,2451,0,0
13449,2452,0,0
13450,2453,0,0
13451,2454,0,0
13452,2455,0,0
13453,2456,0,0
13454,2457,0,0
13455,2458,0,0
13456,2459,0,0
13457,2460,0,0
13458,2461,0,0
13459,2462,23.6,0
13460,2463,0,0
13461,2464,0,0
13462,2465,0,0
13463,2466,0,0
13464,2467,0,0
13465,2468,0,0
13466,2469,0,0
13467,2470,0,0
13468,2471,0,0
13469,2472,0,0
13470,2473,0,0
13471,2474,0,0
13472,2475,0,0
13473,2476,0,0
13474,2477,0,0
13475,2478,0,0
13476,2479,0,0
13477,2480,0,0
13478,2481,0,0
13479,2482,0,0
13480,2483,0,0
13481,2484,0,0
13482,2485,0,0
13483,2486,0,0
13484,2487,0,0
13485,2488,0,0
13486,2489,0,0
13487,2490,0,0
13488,2491,0,0
13489,2492,0,0
13490,2493,0,0
13491,2494,0,0
13492,2495,0,0
13493,2496,0,0
13494,2497,0,0
13495,2498,0,0
13496,2499,0,0
13497,2500,0,0
13498,2501,0,0
13499,2502,0,0
13500,2503,0,0
13501,2504,0,0
13502,2505,0,0
13503,2506,13.59,0
13504,2507,0,0
13505,2508,0,0
13506,2509,0,0
13507,2510,0,0
13508,2511,0,0
13509,2512,0,0
13510,2513,0,0
13511,2514,0,0
13512,2515,0,0
13513,2516,0,0
13514,2517,0,0
13515,2518,0,0
13516,2519,0,0
13517,2520,0,0
13518,2521,0,0
13519,2522,0,0
13520,2523,0,0
13521,2524,0,0
13522,2525,0,0
13523,2526,0,0
13524,2527,0,0
13525,2528,0,0
13526,2529,0,0
13527,2530,0,0
13528,2531,0,0
13529,2532,0,0
13530,2533,0,0
13531,500,0,0
13532,2534,0,0
13533,2535,0,0
13534,2536,0,0
13535,2537,0,0
13536,2538,0,0
13537,2539,0,0
13538,2540,0,0
13539,2541,0,0
13540,2542,0,0
13541,2543,0,0
13542,2544,0,0
13543,2545,0,0
13544,2546,0,0
13545,2547,0,0
13546,2548,0,0
13547,2549,0,0
13548,2550,0,0
13549,2551,0,0
13550,2552,0,0
13551,2553,0,0
13552,2554,0,0
13553,2555,0,0
13554,2556,0,0
13555,2557,0,0
13556,2558,0,0
13557,2559,0,0
13558,2560,0,0
13559,2561,0,0
13560,2562,0,0
13561,2563,0,0
13562,2564,0,0
13563,2565,0,0
13564,2566,0,0
13565,2567,0,0
13566,2568,0,0
13567,2569,0,0
13568,2570,0,0
13569,2571,0,0
13570,2572,0,0
13571,2573,0,0
13572,2574,0,0
13573,2576,0,0
13574,2577,0,0
13575,2578,0,0
13576,2579,0,0
13577,2580,0,0
13578,2581,0,0
13579,2582,0,0
13580,2583,0,0
13581,2584,0,0
13582,2585,0,0
13583,2586,0,0
13584,2587,0,0
13585,2588,0,0
13586,2589,0,0
13587,2590,0,0
13588,2591,0,0
13589,2592,0,0
13590,2593,0,0
13591,2594,0,0
13592,2595,0,0
13593,2596,0,0
13594,2597,0,0
13595,2598,0,0
13596,2599,0,0
13597,2600,0,0
13598,2601,0,0
13599,2602,0,0
13600,2603,0,0
13601,2604,0,0
13602,2605,0,0
13603,2606,0,0
13604,2607,0,0
13605,2608,0,0
13606,2609,0,0
13607,2610,0,0
13608,2611,0,0
13609,2612,0,0
13610,2613,0,0
13611,2614,0,0
13612,2615,0,0
13613,2616,0,0
13614,2617,0,0
13615,2618,0,0
13616,2619,165.08,0
13617,2620,0,0
13618,2621,0,0
13619,2622,0,0
13620,2623,0,0
13621,2624,0,0
13622,2626,0,0
13623,2627,0,0
13624,2628,0,0
13625,2629,0,0
13626,2630,0,0
13627,2631,0,0
13628,2632,0,0
13629,2633,0,0
13630,2634,0,0
13631,2635,0,0
13632,2636,0,0
13633,2637,0,0
13634,2638,0,0
13635,2639,0,0
13636,2640,0,0
13637,2641,0,0
13638,2642,0,0
13639,2643,0,0
13640,2644,0,0
13641,2645,0,0
13642,2646,0,0
13643,2647,0,0
13644,2648,0,0
13645,2649,0,0
13646,2650,0,0
13647,2651,0,0
13648,2652,0,0
13649,2653,0,0
13650,2654,0,0
13651,2655,0,0
13652,2656,0,0
13653,2657,0,0
13654,2658,0,0
13655,2659,0,0
13656,2660,0,0
13657,2661,0,0
13658,2662,0,0
13659,2663,0,0
13660,2664,0,0
13661,2665,0,0
13662,2666,0,0
13663,2667,0,0
13664,2668,0,0
13665,2669,0,0
13666,2670,0,0
13667,2671,0,0
13668,2672,0,0
13669,2673,0,0
13670,2674,0,0
13671,2675,0,0
13672,2676,0,0
13673,2677,0,0
13674,2678,0,0
13675,2679,0,0
13676,2680,0,0
13677,2681,0,0
13678,2682,0,0
13679,2683,0,0
13680,2684,0,0
13681,2685,0,0
13682,2686,0,0
13683,2687,0,0
13684,2688,0,0
13685,2689,0,0
13686,2690,0,0
13687,2691,0,0
13688,2692,8.48,0
13689,2693,0,0
13690,2694,0,0
13691,2695,0,0
13692,2696,0,0
13693,2697,0,0
13694,2698,0,0
13695,2699,0,0
13696,2700,0,0
13697,2701,0,0
13698,2702,0,0
13699,2703,0,0
13700,2704,0,0
13701,2705,0,0
13702,2706,0,0
13703,2707,0,0
13704,2708,0,0
13705,2709,0,0
13706,2710,0,0
13707,2711,0,0
13708,2712,0,0
13709,2713,0,0
13710,2714,0,0
13711,2715,0,0
13712,2716,0,0
13713,2717,0,0
13714,2718,0,0
13715,2719,0,0
13716,2720,0,0
13717,2721,0,0
13718,2722,0,0
13719,2723,0,0
13720,2724,0,0
13721,2725,0,0
13722,2726,0,0
13723,2727,0,0
13724,2728,0,0
13725,2729,0,0
13726,2730,0,0
13727,2731,0,0
13728,2732,0,0
13729,2733,0,0
13730,2734,0,0
13731,2735,0,0
13732,2736,0,0
13733,2737,167.25,0
13734,2738,0,0
13735,2739,0,0
13736,2740,0,0
13737,2741,0,0
13738,2742,0,0
13739,2743,0,0
13740,2744,0,0
13741,2745,0,0
13742,2746,0,0
13743,2747,0,0
13744,2748,0,0
13745,2749,0,0
13746,2750,0,0
13747,2751,0,0
13748,2752,8.34,0
13749,2753,0,0
13750,2754,0,0
13751,2755,0,0
13752,2756,0,0
13753,2757,-1.98,0
13754,2758,0,0
13755,2759,0,0
13756,2760,0,0
13757,2761,0,0
13758,2762,0,0
13759,2763,0,0
13760,2764,0,0
13761,2765,0,0
13762,2766,0,0
13763,2767,0,0
13764,2768,0,0
13765,2769,0,0
13766,2770,0,0
13767,2771,0,0
13768,2772,0,0
13769,2773,0,0
13770,2774,0,0
13771,2775,0,0
13772,2776,0,0
13773,2778,0,0
13774,2779,0,0
13775,2780,0,0
13776,2781,0,0
13777,2782,0,0
13778,2783,0,0
13779,2784,0,0
13780,2785,0,0
13781,2786,133.54,0
13782,2787,0,0
13783,2788,0,0
13784,2789,0,0
13785,2790,0,0
13786,2791,0,0
13787,2792,0,0
13788,2793,0,0
13789,2794,0,0
13790,2795,0,0
13791,2796,0,0
13792,2797,0,0
13793,2798,0,0
13794,2799,0,0
13795,2800,0,0
13796,2801,0,0
13797,2802,0,0
13798,2803,0,0
13799,2804,0,0
13800,2805,0,0
13801,2806,0,0
13802,2807,0,0
13803,2808,0,0
13804,2809,0,0
13805,2810,0,0
13806,2811,0,0
13807,2812,0,0
13808,2813,0,0
13809,2814,0,0
13810,2815,0,0
13811,2816,0,0
13812,2817,0,0
13813,2818,0,0
13814,2819,0,0
13815,2820,0,0
13816,2821,0,0
13817,541,0,0
13818,2822,0,0
13819,2823,-6.42,0
13820,2824,0,0
13821,2825,0,0
13822,2826,0,0
13823,2827,0,0
13824,2828,0,0
13825,2829,0,0
13826,2830,0,0
13827,2831,0,0
13828,2832,0,0
13829,2833,0,0
13830,2834,0,0
13831,2835,0,0
13832,2836,0,0
13833,2837,0,0
13834,2838,0,0
13835,2839,0,0
13836,2840,0,0
13837,2841,0,0
13838,2842,0,0
13839,2843,0,0
13840,2844,0,0
13841,2845,0,0
13842,2846,0,0
13843,2847,0,0
13844,2848,0,0
13845,2849,0,0
13846,2850,0,0
13847,2851,0,0
13848,2852,0,0
13849,2853,0,0
13850,2854,0,0
13851,2855,0,0
13852,2856,0,0
13853,2857,0,0
13854,2858,0,0
13855,2859,0,0
13856,2860,0,0
13857,2861,0,0
13858,2862,0,0
13859,2863,0,0
13860,2864,0,0
13861,2865,0,0
13862,2866,0,0
13863,2867,0,0
13864,2868,0,0
13865,2869,246.09,0
13866,2870,0,0
13867,2871,0,0
13868,2872,0,0
13869,2873,0,0
13870,2874,0,0
13871,2875,0,0
13872,2876,0,0
13873,2877,0,0
13874,2878,0,0
13875,2879,0,0
13876,2880,0,0
13877,2881,0,0
13878,2882,0,0
13879,2883,0,0
13880,2884,0,0
13881,2885,0,0
13882,2886,0,0
13883,2887,0,0
13884,2888,0,0
13885,2889,0,0
13886,2890,0,0
13887,2891,0,0
13888,2892,0,0
13889,2893,0,0
13890,2894,0,0
13891,2895,0,0
13892,2896,0,0
13893,2897,0,0
13894,2898,0.5,0
