"INDEX","CUSTOMER NO","Account Balance","ACCBALRUNINGTOTAL11"
12906,"1915",0.0000,0.0000
12907,"1916",0.0000,0.0000
12908,"1917",0.0000,0.0000
12909,"1918",0.0000,0.0000
12910,"1919",0.0000,0.0000
12911,"1920",0.0000,0.0000
12912,"1921",0.0000,0.0000
12913,"1922",0.0000,0.0000
12914,"1923",0.0000,0.0000
12915,"1924",0.0000,0.0000
12916,"1925",0.0000,0.0000
12917,"1926",0.0000,0.0000
12918,"1927",0.0000,0.0000
12919,"1928",0.0000,0.0000
12920,"1929",0.0000,0.0000
12921,"1930",0.0000,0.0000
12922,"1931",0.0000,0.0000
12923,"1932",0.0000,0.0000
12924,"1933",0.0000,0.0000
12925,"1934",0.0000,0.0000
12926,"1935",0.0000,0.0000
12927,"1936",0.0000,0.0000
12928,"1937",0.0000,0.0000
12929,"1938",0.0000,0.0000
12930,"1939",0.0000,0.0000
12931,"1940",0.0000,0.0000
12932,"1941",0.0000,0.0000
12933,"1942",0.0000,0.0000
12934,"1943",0.0000,0.0000
12935,"1944",0.0000,0.0000
12936,"1945",0.0000,0.0000
12937,"1947",0.0000,0.0000
12938,"1948",0.0000,0.0000
12939,"1949",0.0000,0.0000
12940,"1950",0.0000,0.0000
12941,"1951",0.0000,0.0000
12942,"1952",0.0000,0.0000
12943,"1953",0.0000,0.0000
12944,"1954",0.0000,0.0000
12945,"1955",0.0000,0.0000
12946,"1956",0.0000,0.0000
12947,"1957",0.0000,0.0000
12948,"1958",0.0000,0.0000
12949,"1959",0.0000,0.0000
12950,"1960",0.0000,0.0000
12951,"1961",0.0000,0.0000
12952,"1962",0.0000,0.0000
12953,"1963",0.0000,0.0000
12954,"1964",0.0000,0.0000
12955,"1965",0.0000,0.0000
12956,"1966",0.0000,0.0000
12957,"1967",0.0000,0.0000
12958,"561",0.0000,0.0000
12959,"1968",0.0000,0.0000
12960,"1969",0.0000,0.0000
12961,"1970",0.0000,0.0000
12962,"1971",0.0000,0.0000
12963,"1972",0.0000,0.0000
12964,"1973",0.0000,0.0000
12965,"1974",0.0000,0.0000
12966,"1975",0.0000,0.0000
12967,"1976",0.0000,0.0000
12968,"1977",0.0000,0.0000
12969,"1978",0.0000,0.0000
12970,"1979",0.0000,0.0000
12971,"1980",0.0000,0.0000
12972,"1981",0.0000,0.0000
12973,"1982",0.0000,0.0000
12974,"1983",0.0000,0.0000
12975,"1984",0.0000,0.0000
12976,"580",0.0000,0.0000
12977,"1985",0.0000,0.0000
12978,"1986",0.0000,0.0000
12979,"1987",0.0000,0.0000
12980,"1988",0.0000,0.0000
12981,"1989",0.0000,0.0000
12982,"1990",0.0000,0.0000
12983,"1991",0.0000,0.0000
12984,"1992",0.0000,0.0000
12985,"1993",0.0000,0.0000
12986,"1994",0.0000,0.0000
12987,"1995",0.0000,0.0000
12988,"1996",0.0000,0.0000
12989,"1997",0.0000,0.0000
12990,"1998",0.0000,0.0000
12991,"1999",0.0000,0.0000
12992,"2000",0.0000,0.0000
12993,"2001",0.0000,0.0000
12994,"2002",0.0000,0.0000
12995,"2003",0.0000,0.0000
12996,"2004",0.0000,0.0000
12997,"2005",0.0000,0.0000
12998,"2006",0.0000,0.0000
12999,"2007",0.0000,0.0000
13000,"2008",0.0000,0.0000
13001,"2009",0.0000,0.0000
13002,"2010",0.0000,0.0000
13003,"2011",0.0000,0.0000
13004,"2012",0.0000,0.0000
13005,"2013",0.0000,0.0000
13006,"2014",0.0000,0.0000
13007,"2015",0.0000,0.0000
13008,"2016",0.0000,0.0000
13009,"562",0.0000,0.0000
13010,"2017",0.0000,0.0000
13011,"2018",0.0000,0.0000
13012,"2019",0.0000,0.0000
13013,"2020",0.0000,0.0000
13014,"2021",0.0000,0.0000
13015,"2022",0.0000,0.0000
13016,"2023",0.0000,0.0000
13017,"2024",0.0000,0.0000
13018,"2025",0.0000,0.0000
13019,"2026",0.0000,0.0000
13020,"2027",0.0000,0.0000
13021,"2028",0.0000,0.0000
13022,"2029",0.0000,0.0000
13023,"2030",0.0000,0.0000
13024,"2031",0.0000,0.0000
13025,"2032",0.0000,0.0000
13026,"2033",0.0000,0.0000
13027,"2034",0.0000,0.0000
13028,"2035",0.0000,0.0000
13029,"2036",0.0000,0.0000
13030,"2037",0.0000,0.0000
13031,"2038",0.0000,0.0000
13032,"2039",0.0000,0.0000
13033,"2040",0.0000,0.0000
13034,"2041",0.0000,0.0000
13035,"2042",0.0000,0.0000
13036,"2043",0.0000,0.0000
13037,"2044",0.0000,0.0000
13038,"2045",0.0000,0.0000
13039,"2046",0.0000,0.0000
13040,"2047",0.0000,0.0000
13041,"2048",0.0000,0.0000
13042,"2049",0.0000,0.0000
13043,"602",0.0000,0.0000
13044,"2050",0.0000,0.0000
13045,"2051",0.0000,0.0000
13046,"2052",0.0000,0.0000
13047,"2053",25.0000,0.0000
13048,"2054",0.0000,0.0000
13049,"2055",0.0000,0.0000
13050,"2056",0.0000,0.0000
13051,"2057",0.0000,0.0000
13052,"2058",0.0000,0.0000
13053,"2059",0.0000,0.0000
13054,"2060",0.0000,0.0000
13055,"2061",0.0000,0.0000
13056,"2062",0.0000,0.0000
13057,"2063",29.5640,0.0000
13058,"2064",0.0000,0.0000
13059,"2065",0.0000,0.0000
13060,"2066",0.0000,0.0000
13061,"2067",0.0000,0.0000
13062,"2068",0.0000,0.0000
13063,"2069",0.0000,0.0000
13064,"2070",0.0000,0.0000
13065,"2071",0.0000,0.0000
13066,"2072",0.0000,0.0000
13067,"2073",0.0000,0.0000
13068,"2074",0.0000,0.0000
13069,"2075",0.0000,0.0000
13070,"2076",0.0000,0.0000
13071,"2077",0.0000,0.0000
13072,"2078",0.0000,0.0000
13073,"2079",0.0000,0.0000
13074,"2080",0.0000,0.0000
13075,"2081",0.0000,0.0000
13076,"2082",0.0000,0.0000
13077,"2083",0.0000,0.0000
13078,"2084",0.0000,0.0000
13079,"2085",0.0000,0.0000
13080,"2086",0.0000,0.0000
13081,"2087",0.0000,0.0000
13082,"2088",0.0000,0.0000
13083,"2089",0.0000,0.0000
13084,"2090",0.0000,0.0000
13085,"2091",0.0000,0.0000
13086,"2092",0.0000,0.0000
13087,"2093",0.0000,0.0000
13088,"2094",0.0000,0.0000
13089,"2095",0.0000,0.0000
13090,"2096",0.0000,0.0000
13091,"2097",0.0000,0.0000
13092,"2098",0.0000,0.0000
13093,"2099",65.8540,0.0000
13094,"2100",0.0000,0.0000
13095,"2101",0.0000,0.0000
13096,"2102",0.0000,0.0000
13097,"2103",0.0000,0.0000
13098,"2104",0.0000,0.0000
13099,"2105",0.0000,0.0000
13100,"2106",0.0000,0.0000
13101,"2107",0.0000,0.0000
13102,"2108",0.0000,0.0000
13103,"2109",0.0000,0.0000
13104,"2110",0.0000,0.0000
13105,"2111",0.0000,0.0000
13106,"2112",0.0000,0.0000
13107,"2113",0.0000,0.0000
13108,"2114",0.0000,0.0000
13109,"2115",0.0000,0.0000
13110,"2116",0.0000,0.0000
13111,"2117",14.5758,0.0000
13112,"2118",0.0000,0.0000
13113,"2119",0.0000,0.0000
13114,"2120",0.0000,0.0000
13115,"2121",0.0000,0.0000
13116,"2122",0.0000,0.0000
13117,"2123",0.0000,0.0000
13118,"2124",0.0000,0.0000
13119,"2125",0.0000,0.0000
13120,"2126",0.0000,0.0000
13121,"2127",0.0000,0.0000
13122,"2128",74.4121,0.0000
13123,"2129",286.0019,0.0000
13124,"2130",0.0000,0.0000
13125,"2131",0.0000,0.0000
13126,"505",0.0000,0.0000
13127,"2132",0.0000,0.0000
13128,"2133",0.0000,0.0000
13129,"2134",0.0000,0.0000
13130,"2135",0.0000,0.0000
13131,"2136",0.0000,0.0000
13132,"2137",0.0000,0.0000
13133,"2138",0.0000,0.0000
13134,"2139",0.0000,0.0000
13135,"2140",0.0000,0.0000
13136,"2141",0.0000,0.0000
13137,"2142",0.0000,0.0000
13138,"2143",0.0000,0.0000
13139,"2144",0.0000,0.0000
13140,"2145",0.0000,0.0000
13141,"2146",0.0000,0.0000
13142,"2147",0.0000,0.0000
13143,"2148",0.0000,0.0000
13144,"2149",0.0000,0.0000
13145,"2150",0.0000,0.0000
13146,"2151",0.0000,0.0000
13147,"2152",0.0000,0.0000
13148,"2153",0.0000,0.0000
13149,"2154",0.0000,0.0000
13150,"2155",0.0000,0.0000
13151,"2156",0.0000,0.0000
13152,"2157",0.0000,0.0000
13153,"2158",0.0000,0.0000
13154,"2159",0.0000,0.0000
13155,"2160",0.0000,0.0000
13156,"2161",0.0000,0.0000
13157,"2162",0.0000,0.0000
13158,"2163",0.0000,0.0000
13159,"2164",0.0000,0.0000
13160,"2165",0.0000,0.0000
13161,"2166",0.0000,0.0000
13162,"2167",0.0000,0.0000
13163,"2168",0.0000,0.0000
13164,"2169",0.0000,0.0000
13165,"2170",0.0000,0.0000
13166,"2171",0.0000,0.0000
13167,"2172",0.0000,0.0000
13168,"2173",0.0000,0.0000
13169,"2174",0.0000,0.0000
13170,"2175",0.0000,0.0000
13171,"2176",0.0000,0.0000
13172,"2178",0.0000,0.0000
13173,"2179",0.0000,0.0000
13174,"2180",0.0000,0.0000
13175,"2181",0.0000,0.0000
13176,"2182",0.0000,0.0000
13177,"2183",0.0000,0.0000
13178,"2184",0.0000,0.0000
13179,"2185",0.0000,0.0000
13180,"2186",0.0000,0.0000
13181,"2187",0.0000,0.0000
13182,"2188",0.0000,0.0000
13183,"2189",0.0000,0.0000
13184,"2190",0.0000,0.0000
13185,"2191",0.0000,0.0000
13186,"2192",0.0000,0.0000
13187,"2193",0.0000,0.0000
13188,"2194",0.0000,0.0000
13189,"2195",0.0000,0.0000
13190,"2196",0.0000,0.0000
13191,"2197",0.0000,0.0000
13192,"2198",0.0000,0.0000
13193,"2199",0.0000,0.0000
13194,"2200",0.0000,0.0000
13195,"2201",15.6111,0.0000
13196,"2202",0.0000,0.0000
13197,"2203",0.0000,0.0000
13198,"2204",0.0000,0.0000
13199,"2205",0.0000,0.0000
13200,"2206",0.0000,0.0000
13201,"2207",0.0000,0.0000
13202,"2208",0.0000,0.0000
13203,"2209",0.0000,0.0000
13204,"2210",0.0000,0.0000
13205,"2211",0.0000,0.0000
13206,"2177",0.0000,0.0000
13207,"2212",0.0000,0.0000
13208,"2213",0.0000,0.0000
13209,"2214",0.0000,0.0000
13210,"2215",0.0000,0.0000
13211,"2216",0.0000,0.0000
13212,"2217",0.0000,0.0000
13213,"2218",0.0000,0.0000
13214,"2219",0.0000,0.0000
13215,"2220",0.0000,0.0000
13216,"2221",0.0000,0.0000
13217,"2222",0.0000,0.0000
13218,"2223",0.0000,0.0000
13219,"2224",0.0000,0.0000
13220,"2225",0.0000,0.0000
13221,"2226",0.0000,0.0000
13222,"2227",0.0000,0.0000
13223,"2228",0.0000,0.0000
13224,"2229",0.0000,0.0000
13225,"2230",0.0000,0.0000
13226,"2231",0.0000,0.0000
13227,"2232",0.0000,0.0000
13228,"2233",0.0000,0.0000
13229,"2234",0.0000,0.0000
13230,"2235",0.0000,0.0000
13231,"2236",0.0000,0.0000
13232,"2237",0.0000,0.0000
13233,"2238",0.0000,0.0000
13234,"2239",0.0000,0.0000
13235,"2240",0.0000,0.0000
13236,"2241",0.0000,0.0000
13237,"2242",0.5000,0.0000
13238,"2243",0.0000,0.0000
13239,"2244",0.0000,0.0000
13240,"2245",0.0000,0.0000
13241,"2246",0.0000,0.0000
13242,"2247",0.0000,0.0000
13243,"2248",0.0000,0.0000
13244,"2249",0.0000,0.0000
13245,"2250",0.0000,0.0000
13246,"2251",0.0000,0.0000
13247,"2252",0.0000,0.0000
13248,"2253",0.0000,0.0000
13249,"2254",0.0000,0.0000
13250,"2255",0.0000,0.0000
13251,"2256",0.0000,0.0000
13252,"2257",0.0000,0.0000
13253,"2258",0.0000,0.0000
13254,"2259",0.0000,0.0000
13255,"2260",0.0000,0.0000
13256,"2261",0.0000,0.0000
13257,"2262",0.0000,0.0000
13258,"2263",0.0000,0.0000
13259,"2264",0.0000,0.0000
13260,"509",0.0000,0.0000
13261,"2265",0.0000,0.0000
13262,"2266",0.0000,0.0000
13263,"2267",0.0000,0.0000
13264,"2268",0.0000,0.0000
13265,"2269",0.0000,0.0000
13266,"2270",0.0000,0.0000
13267,"2271",0.0000,0.0000
13268,"2272",0.0000,0.0000
13269,"2273",0.0000,0.0000
13270,"2274",0.0000,0.0000
13271,"2275",0.0000,0.0000
13272,"2276",0.0000,0.0000
13273,"2277",0.0000,0.0000
13274,"2278",0.0000,0.0000
13275,"2279",0.0000,0.0000
13276,"2280",0.0000,0.0000
13277,"2281",0.0000,0.0000
13278,"2282",0.0000,0.0000
13279,"2283",0.0000,0.0000
13280,"2284",0.0000,0.0000
13281,"2285",0.0000,0.0000
13282,"2286",1.6353,0.0000
13283,"2287",0.0000,0.0000
13284,"2288",0.0000,0.0000
13285,"2289",0.0000,0.0000
13286,"2290",0.0000,0.0000
13287,"2291",0.0000,0.0000
13288,"2292",0.0000,0.0000
13289,"2293",0.0000,0.0000
13290,"2294",0.0000,0.0000
13291,"2295",0.0000,0.0000
13292,"2296",0.0000,0.0000
13293,"2297",0.0000,0.0000
13294,"2299",0.0000,0.0000
13295,"2300",0.0000,0.0000
13296,"2301",0.0000,0.0000
13297,"2302",0.0000,0.0000
13298,"2303",84.8720,0.0000
13299,"2304",0.0000,0.0000
13300,"2305",0.0000,0.0000
13301,"2306",0.0000,0.0000
13302,"2307",0.0000,0.0000
13303,"2308",0.0000,0.0000
13304,"2309",0.0000,0.0000
13305,"2310",0.0000,0.0000
13306,"2311",0.0000,0.0000
13307,"2312",0.0000,0.0000
13308,"2313",0.0000,0.0000
13309,"2314",0.0000,0.0000
13310,"2315",0.0000,0.0000
13311,"2316",0.0000,0.0000
13312,"2317",0.0000,0.0000
13313,"2318",0.0000,0.0000
13314,"2319",0.0000,0.0000
13315,"2320",0.0000,0.0000
13316,"2321",0.0000,0.0000
13317,"2322",0.0000,0.0000
13318,"2323",0.0000,0.0000
13319,"2324",0.0000,0.0000
13320,"2325",0.0000,0.0000
13321,"2326",0.0000,0.0000
13322,"2327",0.0000,0.0000
13323,"2328",0.0000,0.0000
13324,"2329",0.0000,0.0000
13325,"2330",0.0000,0.0000
13326,"2331",0.0000,0.0000
13327,"2332",0.0000,0.0000
13328,"2333",0.0000,0.0000
13329,"2334",0.0000,0.0000
13330,"2335",0.0000,0.0000
13331,"2336",0.0000,0.0000
13332,"2337",0.0000,0.0000
13333,"2338",0.0000,0.0000
13334,"2339",0.0000,0.0000
13335,"2340",0.0000,0.0000
13336,"2341",0.0000,0.0000
13337,"2342",3.7378,0.0000
13338,"2343",0.0000,0.0000
13339,"2344",0.0000,0.0000
13340,"2345",0.0000,0.0000
13341,"2346",0.0000,0.0000
13342,"2347",0.0000,0.0000
13343,"2348",0.0000,0.0000
13344,"2349",0.0000,0.0000
13345,"2350",0.0000,0.0000
13346,"2351",0.0000,0.0000
13347,"2352",0.0000,0.0000
13348,"2353",0.0000,0.0000
13349,"2354",0.0000,0.0000
13350,"2355",0.0000,0.0000
13351,"2356",0.0000,0.0000
13352,"2357",0.0000,0.0000
13353,"2358",0.0000,0.0000
13354,"2359",0.0000,0.0000
13355,"2360",0.0000,0.0000
13356,"2361",0.0000,0.0000
13357,"2362",0.0000,0.0000
13358,"2363",0.0000,0.0000
13359,"2364",0.0000,0.0000
13360,"2365",0.0000,0.0000
13361,"2366",0.0000,0.0000
13362,"2367",0.0000,0.0000
13363,"2368",0.0000,0.0000
13364,"2369",0.0000,0.0000
13365,"2370",0.0000,0.0000
13366,"2371",0.0000,0.0000
13367,"2372",0.0000,0.0000
13368,"2373",0.0000,0.0000
13369,"2374",0.0000,0.0000
13370,"2375",0.0000,0.0000
13371,"2376",0.0000,0.0000
13372,"2377",0.0000,0.0000
13373,"2378",0.0000,0.0000
13374,"2379",0.0000,0.0000
13375,"2380",0.0000,0.0000
13376,"2381",0.0000,0.0000
13377,"2382",0.0000,0.0000
13378,"2383",0.0000,0.0000
13379,"2384",0.0000,0.0000
13380,"2385",0.0000,0.0000
13381,"2386",0.0000,0.0000
13382,"2387",0.0000,0.0000
13383,"2388",0.0000,0.0000
13384,"2389",0.0000,0.0000
13385,"2390",0.0000,0.0000
13386,"2391",0.0000,0.0000
13387,"2392",0.0000,0.0000
13388,"2393",0.0000,0.0000
13389,"2394",0.0000,0.0000
13390,"2395",0.0000,0.0000
13391,"2396",0.0000,0.0000
13392,"2397",0.0000,0.0000
13393,"2398",0.0000,0.0000
13394,"2399",0.0000,0.0000
13395,"2400",0.0000,0.0000
13396,"2401",0.0000,0.0000
13397,"2402",0.0000,0.0000
13398,"2403",0.0000,0.0000
13399,"2404",0.0000,0.0000
13400,"2405",0.0000,0.0000
13401,"2406",0.0000,0.0000
13402,"2407",0.0000,0.0000
13403,"2408",0.0000,0.0000
13404,"2409",0.0000,0.0000
13405,"2410",0.0000,0.0000
13406,"2411",-1.4750,0.0000
13407,"2412",0.0000,0.0000
13408,"2413",0.0000,0.0000
13409,"2414",0.0000,0.0000
13410,"2415",0.0000,0.0000
13411,"2416",0.0000,0.0000
13412,"2417",0.0000,0.0000
13413,"2418",0.0000,0.0000
13414,"2419",0.0000,0.0000
13415,"2420",0.0000,0.0000
13416,"2421",0.0000,0.0000
13417,"2422",0.0000,0.0000
13418,"2423",0.0000,0.0000
13419,"2424",0.0000,0.0000
13420,"2425",0.0000,0.0000
13421,"2426",1.5960,0.0000
13422,"2427",0.0000,0.0000
13423,"2428",0.0000,0.0000
13424,"2429",0.0000,0.0000
13425,"2430",0.0000,0.0000
13426,"2431",0.0000,0.0000
13427,"2432",0.0000,0.0000
13428,"2433",0.0000,0.0000
13429,"2434",0.0000,0.0000
13430,"2435",0.0000,0.0000
13431,"2436",0.0000,0.0000
13432,"2437",0.0000,0.0000
13433,"2438",0.0000,0.0000
13434,"2439",0.0000,0.0000
13435,"2440",0.0000,0.0000
13436,"2441",0.0000,0.0000
13437,"2442",0.0000,0.0000
13438,"2443",0.0000,0.0000
13439,"2444",0.0000,0.0000
13440,"2445",0.0000,0.0000
13441,"2446",0.0000,0.0000
13442,"504",0.0000,0.0000
13443,"506",0.0000,0.0000
13444,"2447",0.0000,0.0000
13445,"2448",0.0000,0.0000
13446,"2449",0.0000,0.0000
13447,"2450",0.0000,0.0000
13448,"2451",0.0000,0.0000
13449,"2452",0.0000,0.0000
13450,"2453",0.0000,0.0000
13451,"2454",0.0000,0.0000
13452,"2455",0.0000,0.0000
13453,"2456",0.0000,0.0000
13454,"2457",0.0000,0.0000
13455,"2458",0.0000,0.0000
13456,"2459",0.0000,0.0000
13457,"2460",0.0000,0.0000
13458,"2461",0.0000,0.0000
13459,"2462",23.6000,0.0000
13460,"2463",0.0000,0.0000
13461,"2464",0.0000,0.0000
13462,"2465",0.0000,0.0000
13463,"2466",0.0000,0.0000
13464,"2467",0.0000,0.0000
13465,"2468",0.0000,0.0000
13466,"2469",0.0000,0.0000
13467,"2470",0.0000,0.0000
13468,"2471",0.0000,0.0000
13469,"2472",0.0000,0.0000
13470,"2473",0.0000,0.0000
13471,"2474",0.0000,0.0000
13472,"2475",0.0000,0.0000
13473,"2476",0.0000,0.0000
13474,"2477",0.0000,0.0000
13475,"2478",0.0000,0.0000
13476,"2479",0.0000,0.0000
13477,"2480",0.0000,0.0000
13478,"2481",0.0000,0.0000
13479,"2482",0.0000,0.0000
13480,"2483",0.0000,0.0000
13481,"2484",0.0000,0.0000
13482,"2485",0.0000,0.0000
13483,"2486",0.0000,0.0000
13484,"2487",0.0000,0.0000
13485,"2488",0.0000,0.0000
13486,"2489",0.0000,0.0000
13487,"2490",0.0000,0.0000
13488,"2491",0.0000,0.0000
13489,"2492",0.0000,0.0000
13490,"2493",0.0000,0.0000
13491,"2494",0.0000,0.0000
13492,"2495",0.0000,0.0000
13493,"2496",0.0000,0.0000
13494,"2497",0.0000,0.0000
13495,"2498",0.0000,0.0000
13496,"2499",0.0000,0.0000
13497,"2500",0.0000,0.0000
13498,"2501",0.0000,0.0000
13499,"2502",0.0000,0.0000
13500,"2503",0.0000,0.0000
13501,"2504",0.0000,0.0000
13502,"2505",0.0000,0.0000
13503,"2506",13.5886,0.0000
13504,"2507",0.0000,0.0000
13505,"2508",0.0000,0.0000
13506,"2509",0.0000,0.0000
13507,"2510",0.0000,0.0000
13508,"2511",0.0000,0.0000
13509,"2512",0.0000,0.0000
13510,"2513",0.0000,0.0000
13511,"2514",0.0000,0.0000
13512,"2515",0.0000,0.0000
13513,"2516",0.0000,0.0000
13514,"2517",0.0000,0.0000
13515,"2518",0.0000,0.0000
13516,"2519",0.0000,0.0000
13517,"2520",0.0000,0.0000
13518,"2521",0.0000,0.0000
13519,"2522",0.0000,0.0000
13520,"2523",0.0000,0.0000
13521,"2524",0.0000,0.0000
13522,"2525",0.0000,0.0000
13523,"2526",0.0000,0.0000
13524,"2527",0.0000,0.0000
13525,"2528",0.0000,0.0000
13526,"2529",0.0000,0.0000
13527,"2530",0.0000,0.0000
13528,"2531",0.0000,0.0000
13529,"2532",0.0000,0.0000
13530,"2533",0.0000,0.0000
13531,"500",0.0000,0.0000
13532,"2534",0.0000,0.0000
13533,"2535",0.0000,0.0000
13534,"2536",0.0000,0.0000
13535,"2537",0.0000,0.0000
13536,"2538",0.0000,0.0000
13537,"2539",0.0000,0.0000
13538,"2540",0.0000,0.0000
13539,"2541",0.0000,0.0000
13540,"2542",0.0000,0.0000
13541,"2543",0.0000,0.0000
13542,"2544",0.0000,0.0000
13543,"2545",0.0000,0.0000
13544,"2546",0.0000,0.0000
13545,"2547",0.0000,0.0000
13546,"2548",0.0000,0.0000
13547,"2549",0.0000,0.0000
13548,"2550",0.0000,0.0000
13549,"2551",0.0000,0.0000
13550,"2552",0.0000,0.0000
13551,"2553",0.0000,0.0000
13552,"2554",0.0000,0.0000
13553,"2555",0.0000,0.0000
13554,"2556",0.0000,0.0000
13555,"2557",0.0000,0.0000
13556,"2558",0.0000,0.0000
13557,"2559",0.0000,0.0000
13558,"2560",0.0000,0.0000
13559,"2561",0.0000,0.0000
13560,"2562",0.0000,0.0000
13561,"2563",0.0000,0.0000
13562,"2564",0.0000,0.0000
13563,"2565",0.0000,0.0000
13564,"2566",0.0000,0.0000
13565,"2567",0.0000,0.0000
13566,"2568",0.0000,0.0000
13567,"2569",0.0000,0.0000
13568,"2570",0.0000,0.0000
13569,"2571",0.0000,0.0000
13570,"2572",0.0000,0.0000
13571,"2573",0.0000,0.0000
13572,"2574",0.0000,0.0000
13573,"2576",0.0000,0.0000
13574,"2577",0.0000,0.0000
13575,"2578",0.0000,0.0000
13576,"2579",0.0000,0.0000
13577,"2580",0.0000,0.0000
13578,"2581",0.0000,0.0000
13579,"2582",0.0000,0.0000
13580,"2583",0.0000,0.0000
13581,"2584",0.0000,0.0000
13582,"2585",0.0000,0.0000
13583,"2586",0.0000,0.0000
13584,"2587",0.0000,0.0000
13585,"2588",0.0000,0.0000
13586,"2589",0.0000,0.0000
13587,"2590",0.0000,0.0000
13588,"2591",0.0000,0.0000
13589,"2592",0.0000,0.0000
13590,"2593",0.0000,0.0000
13591,"2594",0.0000,0.0000
13592,"2595",0.0000,0.0000
13593,"2596",0.0000,0.0000
13594,"2597",0.0000,0.0000
13595,"2598",0.0000,0.0000
13596,"2599",0.0000,0.0000
13597,"2600",0.0000,0.0000
13598,"2601",0.0000,0.0000
13599,"2602",0.0000,0.0000
13600,"2603",0.0000,0.0000
13601,"2604",0.0000,0.0000
13602,"2605",0.0000,0.0000
13603,"2606",0.0000,0.0000
13604,"2607",0.0000,0.0000
13605,"2608",0.0000,0.0000
13606,"2609",0.0000,0.0000
13607,"2610",0.0000,0.0000
13608,"2611",0.0000,0.0000
13609,"2612",0.0000,0.0000
13610,"2613",0.0000,0.0000
13611,"2614",0.0000,0.0000
13612,"2615",0.0000,0.0000
13613,"2616",0.0000,0.0000
13614,"2617",0.0000,0.0000
13615,"2618",0.0000,0.0000
13616,"2619",165.0839,0.0000
13617,"2620",0.0000,0.0000
13618,"2621",0.0000,0.0000
13619,"2622",0.0000,0.0000
13620,"2623",0.0000,0.0000
13621,"2624",0.0000,0.0000
13622,"2626",0.0000,0.0000
13623,"2627",0.0000,0.0000
13624,"2628",0.0000,0.0000
13625,"2629",0.0000,0.0000
13626,"2630",0.0000,0.0000
13627,"2631",0.0000,0.0000
13628,"2632",0.0000,0.0000
13629,"2633",0.0000,0.0000
13630,"2634",0.0000,0.0000
13631,"2635",0.0000,0.0000
13632,"2636",0.0000,0.0000
13633,"2637",0.0000,0.0000
13634,"2638",0.0000,0.0000
13635,"2639",0.0000,0.0000
13636,"2640",0.0000,0.0000
13637,"2641",0.0000,0.0000
13638,"2642",0.0000,0.0000
13639,"2643",0.0000,0.0000
13640,"2644",0.0000,0.0000
13641,"2645",0.0000,0.0000
13642,"2646",0.0000,0.0000
13643,"2647",0.0000,0.0000
13644,"2648",0.0000,0.0000
13645,"2649",0.0000,0.0000
13646,"2650",0.0000,0.0000
13647,"2651",0.0000,0.0000
13648,"2652",0.0000,0.0000
13649,"2653",0.0000,0.0000
13650,"2654",0.0000,0.0000
13651,"2655",0.0000,0.0000
13652,"2656",0.0000,0.0000
13653,"2657",0.0000,0.0000
13654,"2658",0.0000,0.0000
13655,"2659",0.0000,0.0000
13656,"2660",0.0000,0.0000
13657,"2661",0.0000,0.0000
13658,"2662",0.0000,0.0000
13659,"2663",0.0000,0.0000
13660,"2664",0.0000,0.0000
13661,"2665",0.0000,0.0000
13662,"2666",0.0000,0.0000
13663,"2667",0.0000,0.0000
13664,"2668",0.0000,0.0000
13665,"2669",0.0000,0.0000
13666,"2670",0.0000,0.0000
13667,"2671",0.0000,0.0000
13668,"2672",0.0000,0.0000
13669,"2673",0.0000,0.0000
13670,"2674",0.0000,0.0000
13671,"2675",0.0000,0.0000
13672,"2676",0.0000,0.0000
13673,"2677",0.0000,0.0000
13674,"2678",0.0000,0.0000
13675,"2679",0.0000,0.0000
13676,"2680",0.0000,0.0000
13677,"2681",0.0000,0.0000
13678,"2682",0.0000,0.0000
13679,"2683",0.0000,0.0000
13680,"2684",0.0000,0.0000
13681,"2685",0.0000,0.0000
13682,"2686",0.0000,0.0000
13683,"2687",0.0000,0.0000
13684,"2688",0.0000,0.0000
13685,"2689",0.0000,0.0000
13686,"2690",0.0000,0.0000
13687,"2691",0.0000,0.0000
13688,"2692",8.4800,0.0000
13689,"2693",0.0000,0.0000
13690,"2694",0.0000,0.0000
13691,"2695",0.0000,0.0000
13692,"2696",0.0000,0.0000
13693,"2697",0.0000,0.0000
13694,"2698",0.0000,0.0000
13695,"2699",0.0000,0.0000
13696,"2700",0.0000,0.0000
13697,"2701",0.0000,0.0000
13698,"2702",0.0000,0.0000
13699,"2703",0.0000,0.0000
13700,"2704",0.0000,0.0000
13701,"2705",0.0000,0.0000
13702,"2706",0.0000,0.0000
13703,"2707",0.0000,0.0000
13704,"2708",0.0000,0.0000
13705,"2709",0.0000,0.0000
13706,"2710",0.0000,0.0000
13707,"2711",0.0000,0.0000
13708,"2712",0.0000,0.0000
13709,"2713",0.0000,0.0000
13710,"2714",0.0000,0.0000
13711,"2715",0.0000,0.0000
13712,"2716",0.0000,0.0000
13713,"2717",0.0000,0.0000
13714,"2718",0.0000,0.0000
13715,"2719",0.0000,0.0000
13716,"2720",0.0000,0.0000
13717,"2721",0.0000,0.0000
13718,"2722",0.0000,0.0000
13719,"2723",0.0000,0.0000
13720,"2724",0.0000,0.0000
13721,"2725",0.0000,0.0000
13722,"2726",0.0000,0.0000
13723,"2727",0.0000,0.0000
13724,"2728",0.0000,0.0000
13725,"2729",0.0000,0.0000
13726,"2730",0.0000,0.0000
